filepath,raw_label,unified_label,source,group_id,split
D:\22_SkinSense_ML\datatset2\train\Dermatitis\hotspot-80-_jpg.rf.5d46bace24ebd8bc535a700c7ee1263e.jpg,Dermatitis,Allergic_dermatitis,datatset2,1223,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\hotspot-81-_jpg.rf.50ce09844613f5ae97c03fcb5f0b5f69.jpg,Dermatitis,Allergic_dermatitis,datatset2,1224,val
D:\22_SkinSense_ML\datatset2\train\Dermatitis\hotspot-82-_jpg.rf.e328625befcb1714a669df1d92eccb2b.jpg,Dermatitis,Allergic_dermatitis,datatset2,1225,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\hotspot-84-_jpg.rf.52dc1dfaf9882b319cf2fbf342ebd049.jpg,Dermatitis,Allergic_dermatitis,datatset2,1226,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\hotspot-85-_jpg.rf.48e76e96a18b4530dcbcda22ee2116a6.jpg,Dermatitis,Allergic_dermatitis,datatset2,1227,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\hotspot-88-_jpg.rf.6e411775904c7ae9980add5841d50e33.jpg,Dermatitis,Allergic_dermatitis,datatset2,1228,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\hotspot-90-_jpg.rf.f75eebae3d4f937fed6767ecb19e0302.jpg,Dermatitis,Allergic_dermatitis,datatset2,1229,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\hotspot-94-_jpg.rf.b209abfde715f2f3f710c10d945fcd2b.jpg,Dermatitis,Allergic_dermatitis,datatset2,1230,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\hotspot-95-_jpg.rf.0e7e0bb9472ee070a33312d8aab4c0be.jpg,Dermatitis,Allergic_dermatitis,datatset2,1231,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\hotspot-98-_jpg.rf.23c2f05679126e2f8dbb371ca8e494f9.jpg,Dermatitis,Allergic_dermatitis,datatset2,1232,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\I-thought-this-was-an-Ingrown-hair-in-my-dogs-toe-grass-seed-removal-000312_png_jpg.rf.07cfa1f0a0c921d0959b21bfb3fd6360.jpg,Dermatitis,Allergic_dermatitis,datatset2,1059,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\I-thought-this-was-an-Ingrown-hair-in-my-dogs-toe-grass-seed-removal-000312_png_jpg.rf.282b1b7772fb4a97a60fd71654901e88.jpg,Dermatitis,Allergic_dermatitis,datatset2,1059,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\IMG_4525_jpg.rf.6b1780baa87af7d4c26f6f1abb2caa7c.jpg,Dermatitis,Allergic_dermatitis,datatset2,1060,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\IMG_4525_jpg.rf.7bebe508779f9d8a27e787f732789bff.jpg,Dermatitis,Allergic_dermatitis,datatset2,1060,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\IMG_4525_jpg.rf.c2c16930457809b365352ee7a9f489f0.jpg,Dermatitis,Allergic_dermatitis,datatset2,1060,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\Lick_granuloma_1_jpg.rf.87024cada953744df853817941fcab1d.jpg,Dermatitis,Allergic_dermatitis,datatset2,1061,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\Lick_granuloma_1_jpg.rf.a76331081d380f990dc2d6e600473079.jpg,Dermatitis,Allergic_dermatitis,datatset2,1061,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00004_jpg.rf.82dcbdafd7a619b98b50cd51b031848d.jpg,Dermatitis,Allergic_dermatitis,datatset2,1062,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00004_jpg.rf.edcffccae046f132a0f5bd7c1187fb70.jpg,Dermatitis,Allergic_dermatitis,datatset2,1062,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00013_jpg.rf.16f556b39c3817de02f698599dd4e3f9.jpg,Dermatitis,Allergic_dermatitis,datatset2,1063,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00013_jpg.rf.e35bab83edd18233ea8f17b907faaff5.jpg,Dermatitis,Allergic_dermatitis,datatset2,1063,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00016_jpg.rf.fcc9c902f5ac2a7e00ba4b00a44d8352.jpg,Dermatitis,Allergic_dermatitis,datatset2,1064,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00019_jpg.rf.2f436a4a8c842e870ab2621cc3a8d8b2.jpg,Dermatitis,Allergic_dermatitis,datatset2,1065,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00019_jpg.rf.a81136af068fe39b12feb649643b056d.jpg,Dermatitis,Allergic_dermatitis,datatset2,1065,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00022_jpg.rf.a96a0cb41aef0f10aedecebedca60e91.jpg,Dermatitis,Allergic_dermatitis,datatset2,1066,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00022_jpg.rf.bc229b2762641de9b8db093165349e14.jpg,Dermatitis,Allergic_dermatitis,datatset2,1066,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00025_jpg.rf.4a83dfda564e01493d4ba637505cad5e.jpg,Dermatitis,Allergic_dermatitis,datatset2,1067,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00025_jpg.rf.62d155d9c745d0e3ca4df1766830d8a7.jpg,Dermatitis,Allergic_dermatitis,datatset2,1067,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00025_jpg.rf.732dd2b98cefb40d02fefba2aa9f0e46.jpg,Dermatitis,Allergic_dermatitis,datatset2,1067,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00028_jpg.rf.7aaebf1ef2ec2e1a1ff67eb699f2bb9b.jpg,Dermatitis,Allergic_dermatitis,datatset2,1068,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00028_jpg.rf.98ce5458721e197188f6351ef625fbc2.jpg,Dermatitis,Allergic_dermatitis,datatset2,1068,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00031_jpg.rf.85d7bddb976492851a1c68507bad8ecb.jpg,Dermatitis,Allergic_dermatitis,datatset2,1069,val
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00031_jpg.rf.8ba944a6f87bc3a074c1f199cf495bf6.jpg,Dermatitis,Allergic_dermatitis,datatset2,1069,val
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00064_jpg.rf.1e3703416f275048af0848ffcf201182.jpg,Dermatitis,Allergic_dermatitis,datatset2,1070,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00064_jpg.rf.3b5d719768c4709b2155d5356e378dc7.jpg,Dermatitis,Allergic_dermatitis,datatset2,1070,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00070_jpg.rf.111d7e61755aee69bd880b814fd666bb.jpg,Dermatitis,Allergic_dermatitis,datatset2,1071,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00082_jpg.rf.80b0ae5339ba8639663dd5685ea811b3.jpg,Dermatitis,Allergic_dermatitis,datatset2,1072,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00082_jpg.rf.8a8b29c520ab676da945a26315147998.jpg,Dermatitis,Allergic_dermatitis,datatset2,1072,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00085_jpg.rf.abe6b8cdd96cd31c31b13cc4c4f8ebe3.jpg,Dermatitis,Allergic_dermatitis,datatset2,1073,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00085_jpg.rf.c9c65eaa61023df0d84b667b1fea6801.jpg,Dermatitis,Allergic_dermatitis,datatset2,1073,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00121_jpg.rf.4aafe42aea8fc100b6338a684728d7b3.jpg,Dermatitis,Allergic_dermatitis,datatset2,1074,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00121_jpg.rf.7966092e577a15b193a748ffe11bd5de.jpg,Dermatitis,Allergic_dermatitis,datatset2,1074,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00121_jpg.rf.b28c969cdc7468f47dbb575b2241eba9.jpg,Dermatitis,Allergic_dermatitis,datatset2,1074,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00130_jpg.rf.9666ca01ceb90a5fa91d9325047f15ae.jpg,Dermatitis,Allergic_dermatitis,datatset2,1075,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00130_jpg.rf.b4a8040528aedd574d1d738cf85c4362.jpg,Dermatitis,Allergic_dermatitis,datatset2,1075,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00136_jpg.rf.67ad7dc0b8909e5139fb67093ddb72e2.jpg,Dermatitis,Allergic_dermatitis,datatset2,1076,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00136_jpg.rf.743a4f0d621b621605f6cb5c8c5fe122.jpg,Dermatitis,Allergic_dermatitis,datatset2,1076,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00139_jpg.rf.1da6fba4360611509402752d1ad95003.jpg,Dermatitis,Allergic_dermatitis,datatset2,1077,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00139_jpg.rf.b37fa605d7fb2a62189114e790d6fb80.jpg,Dermatitis,Allergic_dermatitis,datatset2,1077,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00469_jpg.rf.21c2be9cb4ac525113dee39cc5a74ff3.jpg,Dermatitis,Allergic_dermatitis,datatset2,1078,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00469_jpg.rf.a865589998ec8750d2bd2fd8d20d23bb.jpg,Dermatitis,Allergic_dermatitis,datatset2,1078,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00526_jpg.rf.a2e87f83f411ea0f23a89adf4bd4920f.jpg,Dermatitis,Allergic_dermatitis,datatset2,1079,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00526_jpg.rf.d7922dffd457ed1a67c0e946c2178ad8.jpg,Dermatitis,Allergic_dermatitis,datatset2,1079,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00529_jpg.rf.17dd594a438164f482788293ddce5749.jpg,Dermatitis,Allergic_dermatitis,datatset2,1080,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00529_jpg.rf.4985e346745a882a1657ac012280dc30.jpg,Dermatitis,Allergic_dermatitis,datatset2,1080,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00547_jpg.rf.c762138b83539787df7b19881c6ec4c2.jpg,Dermatitis,Allergic_dermatitis,datatset2,1081,val
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00547_jpg.rf.dee1a10879fc36648f7c55a34c961175.jpg,Dermatitis,Allergic_dermatitis,datatset2,1081,val
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00550_jpg.rf.9bce15d8a74f0d8152710476d84f3619.jpg,Dermatitis,Allergic_dermatitis,datatset2,1082,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00550_jpg.rf.ce81f7262a137da99598ba680657e3d7.jpg,Dermatitis,Allergic_dermatitis,datatset2,1082,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00550_jpg.rf.d403fbc062c9a7f27dfb563336c4fd29.jpg,Dermatitis,Allergic_dermatitis,datatset2,1082,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00688_jpg.rf.01c58468eeef1d14b5a5ff01894cedb2.jpg,Dermatitis,Allergic_dermatitis,datatset2,1083,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_00688_jpg.rf.19cadb337f6205897bb3ffe8f605d13d.jpg,Dermatitis,Allergic_dermatitis,datatset2,1083,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01363_jpg.rf.cdd7b13bfff6dd489e93a405f5cebc49.jpg,Dermatitis,Allergic_dermatitis,datatset2,1084,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01363_jpg.rf.d6bdb89a47fad7af51f7e0c474002861.jpg,Dermatitis,Allergic_dermatitis,datatset2,1084,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01366_jpg.rf.24a33868859703ceade5a3aef67ecafe.jpg,Dermatitis,Allergic_dermatitis,datatset2,1085,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01366_jpg.rf.3b20c8f4ea0921fea7394178a64b21ed.jpg,Dermatitis,Allergic_dermatitis,datatset2,1085,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01366_jpg.rf.838d6746148d23faaf448b807fbbacdd.jpg,Dermatitis,Allergic_dermatitis,datatset2,1085,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01375_jpg.rf.1f43789174fc3158d101803418221921.jpg,Dermatitis,Allergic_dermatitis,datatset2,1086,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01375_jpg.rf.40feaf39c0046bd3e584f28e1036b474.jpg,Dermatitis,Allergic_dermatitis,datatset2,1086,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01375_jpg.rf.e70e6e48eee9cd341b116b7815301165.jpg,Dermatitis,Allergic_dermatitis,datatset2,1086,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01387_jpg.rf.18d2a09675c3edac36bbf30d5f5a6451.jpg,Dermatitis,Allergic_dermatitis,datatset2,1087,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01387_jpg.rf.4e9221b3239de278dc24db5949073b12.jpg,Dermatitis,Allergic_dermatitis,datatset2,1087,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01447_jpg.rf.7093fcd214b35e4b9526d75b94279d9c.jpg,Dermatitis,Allergic_dermatitis,datatset2,1088,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01447_jpg.rf.713b7460870ba8793f308462502c14d5.jpg,Dermatitis,Allergic_dermatitis,datatset2,1088,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01453_jpg.rf.4febfc41f7921d56e9dd1ad692fcd5fe.jpg,Dermatitis,Allergic_dermatitis,datatset2,1089,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01456_jpg.rf.17198e54226f8cb412a3969c4e67134d.jpg,Dermatitis,Allergic_dermatitis,datatset2,1090,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01456_jpg.rf.1f5eeac6a3763cf5b16b763de667aac6.jpg,Dermatitis,Allergic_dermatitis,datatset2,1090,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01456_jpg.rf.4cee630ba39188f70742ffb8bc0feded.jpg,Dermatitis,Allergic_dermatitis,datatset2,1090,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01552_jpg.rf.d4cd32ee5fc8a5b4df015c324cf3a582.jpg,Dermatitis,Allergic_dermatitis,datatset2,1091,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01561_jpg.rf.6cab4453afdc5cd2c17833418ac01fde.jpg,Dermatitis,Allergic_dermatitis,datatset2,1092,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01567_jpg.rf.2c1dcb3ad906cd8624e9e021e2bd16dc.jpg,Dermatitis,Allergic_dermatitis,datatset2,1093,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01567_jpg.rf.417d5b5a9d7e9174ffc3805b4837326d.jpg,Dermatitis,Allergic_dermatitis,datatset2,1093,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01654_jpg.rf.35d7ae2e4faec0b5ebc09f3ed486e523.jpg,Dermatitis,Allergic_dermatitis,datatset2,1094,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01654_jpg.rf.9d688d74e9876ba243097aadcec2d839.jpg,Dermatitis,Allergic_dermatitis,datatset2,1094,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01663_jpg.rf.401265bc1bf525a7bf761b10bcbe6103.jpg,Dermatitis,Allergic_dermatitis,datatset2,1095,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01663_jpg.rf.6dbc51cb14c8a0e0ec38436f2f2a13fc.jpg,Dermatitis,Allergic_dermatitis,datatset2,1095,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01666_jpg.rf.d1d5725229b8291279b2ed105e39e526.jpg,Dermatitis,Allergic_dermatitis,datatset2,1096,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01666_jpg.rf.dd62dd31d17405e151c49ecf65090020.jpg,Dermatitis,Allergic_dermatitis,datatset2,1096,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01666_jpg.rf.fc76e9cd2dd93edb9649358481a5125d.jpg,Dermatitis,Allergic_dermatitis,datatset2,1096,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01675_jpg.rf.d83c5dc992a3e3f908a8684063cde192.jpg,Dermatitis,Allergic_dermatitis,datatset2,1097,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01918_jpg.rf.983e4156ecff675cdbe3c994f442c12d.jpg,Dermatitis,Allergic_dermatitis,datatset2,1098,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01918_jpg.rf.e71b0941c38d30503de4399092c059ee.jpg,Dermatitis,Allergic_dermatitis,datatset2,1098,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01972_jpg.rf.e3ce3562f79ab0246e8621072c06fa73.jpg,Dermatitis,Allergic_dermatitis,datatset2,1099,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02176_jpg.rf.58bec5f6d7a0f2960e0862ff20ce5004.jpg,Dermatitis,Allergic_dermatitis,datatset2,1100,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02176_jpg.rf.deb414f1df94b4ce7c31764b823e66ff.jpg,Dermatitis,Allergic_dermatitis,datatset2,1100,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02191_jpg.rf.fdda1b8b1d5d83beeb897cfa9297758d.jpg,Dermatitis,Allergic_dermatitis,datatset2,1101,val
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02191_jpg.rf.ff616b75a86b93033a044bf900d451d6.jpg,Dermatitis,Allergic_dermatitis,datatset2,1101,val
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02224_jpg.rf.35d362595277a4ab7c37f72068f1296b.jpg,Dermatitis,Allergic_dermatitis,datatset2,1102,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02224_jpg.rf.f6fc8ecbe868128ddf78aaaa324b158f.jpg,Dermatitis,Allergic_dermatitis,datatset2,1102,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02227_jpg.rf.c4aa7f60664a011af0def317a78a296f.jpg,Dermatitis,Allergic_dermatitis,datatset2,1103,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02251_jpg.rf.67a25847d7f36611f5a5a3f95267577c.jpg,Dermatitis,Allergic_dermatitis,datatset2,1104,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02251_jpg.rf.6b228d684308cdc045adfd1dbbe9fb17.jpg,Dermatitis,Allergic_dermatitis,datatset2,1104,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02251_jpg.rf.bf47ebfedca82c99a6890a0c53e745d2.jpg,Dermatitis,Allergic_dermatitis,datatset2,1104,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02290_jpg.rf.59f4d25f1fb0b19dbaafd4aea17b3213.jpg,Dermatitis,Allergic_dermatitis,datatset2,1105,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02314_jpg.rf.09cc6c55a833a3354427505181349f21.jpg,Dermatitis,Allergic_dermatitis,datatset2,1106,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02314_jpg.rf.1a7f8748c0caf1a6c42ea1418694778a.jpg,Dermatitis,Allergic_dermatitis,datatset2,1106,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02314_jpg.rf.aaae4dbc570ebe5a66d01ef53aaab6d0.jpg,Dermatitis,Allergic_dermatitis,datatset2,1106,test
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02323_jpg.rf.03393dc079dc692ca417c439efd6bada.jpg,Dermatitis,Allergic_dermatitis,datatset2,1107,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02323_jpg.rf.7156ff906c51292d9170d129a18184ed.jpg,Dermatitis,Allergic_dermatitis,datatset2,1107,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02323_jpg.rf.a0872a7047c8c8bd9e68aec509226b52.jpg,Dermatitis,Allergic_dermatitis,datatset2,1107,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02671_jpg.rf.7dac9f163523bbeaea5573511a0dd3fa.jpg,Dermatitis,Allergic_dermatitis,datatset2,1108,val
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02797_jpg.rf.7b58aa75ebc74f47064125c6ae1348a0.jpg,Dermatitis,Allergic_dermatitis,datatset2,1109,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02797_jpg.rf.cb7547ff557f6051d7e320166064cbb9.jpg,Dermatitis,Allergic_dermatitis,datatset2,1109,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02803_jpg.rf.4d582f67044873ebde72f9c6ef45aa26.jpg,Dermatitis,Allergic_dermatitis,datatset2,1110,val
D:\22_SkinSense_ML\datatset2\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_02803_jpg.rf.785523377c5326bfb7a76dc6b95991d0.jpg,Dermatitis,Allergic_dermatitis,datatset2,1110,val
D:\22_SkinSense_ML\datatset2\train\Dermatitis\OIP-20-_x4_jpg.rf.c4d5acf30063e1b9e15170469ee14d63.jpg,Dermatitis,Allergic_dermatitis,datatset2,1111,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\OIP-20-_x4_jpg.rf.f4f7dc9d80571f478a5c9147a17911c2.jpg,Dermatitis,Allergic_dermatitis,datatset2,1111,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\OIP-3-_x16_jpg.rf.e8119d54e8c69af1f2d53b21395dfbd8.jpg,Dermatitis,Allergic_dermatitis,datatset2,1112,train
D:\22_SkinSense_ML\datatset2\train\Dermatitis\OIP-5-_x4_jpg.rf.2dacf03a6363ff91c234eb73fc2bcf48.jpg,Dermatitis,Allergic_dermatitis,datatset2,1113,val
D:\22_SkinSense_ML\datatset2\train\Dermatitis\OIP-5-_x4_jpg.rf.634f2d978a5c6516e3056305bef802f2.jpg,Dermatitis,Allergic_dermatitis,datatset2,1113,val
